"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   5.33516120911E+01   5.13199996948E+01  w1_11151991 
   5.33632888794E+01   5.13100013733E+01  w1_12091991 
   5.35300025940E+01   5.16800003052E+01  w1_01061992 
   5.35097885132E+01   5.15200004578E+01  w1_02051992 
   5.37022132874E+01   5.17799987793E+01  w1_03021992 
   5.37301445007E+01   5.18400001526E+01  w1_03131992 
   5.32047157288E+01   5.16800003052E+01  w1_04021992 
   5.27971954346E+01   5.14900016785E+01  w1_05081992 
   5.31449546814E+01   5.14199981689E+01  w1_06091992 
   5.31831855774E+01   5.13400001526E+01  w1_07071992 
   5.31783676147E+01   5.13100013733E+01  w1_08101992 
   5.31873168945E+01   5.13100013733E+01  w1_09101992 
   5.31986312866E+01   5.13499984741E+01  w1_10191992 
   5.32617950439E+01   5.13600006104E+01  w1_11121992 
   5.32748832703E+01   5.13600006104E+01  w1_12021992 
   5.34980773926E+01   5.19900016785E+01  w1_12311992 
   5.33372306824E+01   5.22500000000E+01  w1_01251993 
   5.27363891602E+01   5.21899986267E+01  w1_03031993 
   5.32892532349E+01   5.20699996948E+01  w1_04021993 
   5.34559669495E+01   5.19099998474E+01  w1_05041993 
   5.34440040588E+01   5.18300018311E+01  w1_06091993 
   5.33749885559E+01   5.17400016785E+01  w1_06291993 
   5.33184394836E+01   5.16699981689E+01  w1_07281993 
   5.32709197998E+01   5.16300010681E+01  w1_08301993 
   5.32744407654E+01   5.16300010681E+01  w1_09291993 
   5.32777023315E+01   5.16199989319E+01  w1_11021993 
   5.33637313843E+01   5.16699981689E+01  w1_11291993 
   5.34283027649E+01   5.16800003052E+01  w1_01061994 
   5.33982505798E+01   5.16699981689E+01  w1_01201994 
   5.36193275452E+01   5.22700004578E+01  w1_02231994 
   5.35464897156E+01   5.18100013733E+01  w1_03231994 
   5.35386085510E+01   5.17900009155E+01  w1_04271994 
   5.35176277161E+01   5.17599983215E+01  w1_05281994 
   5.33982048035E+01   5.16500015259E+01  w1_06291994 
   5.33351821899E+01   5.14300003052E+01  w1_07271994 
   5.32948608398E+01   5.15900001526E+01  w1_08301994 
   5.32952461243E+01   5.15999984741E+01  w1_09281994 
   5.33211746216E+01   5.15900001526E+01  w1_10241994 
   5.34311027527E+01   5.16399993896E+01  w1_11291994 
   5.34523506165E+01   5.16800003052E+01  w1_12291994 
   5.37324523926E+01   5.26699981689E+01  w1_01251995 
   5.30270385742E+01   5.17599983215E+01  w1_02271995 
   5.35342979431E+01   5.21500015259E+01  w1_03161995 
   5.37349281311E+01   5.20499992371E+01  w1_03291995 
   5.37388534546E+01   5.14099998474E+01  w1_04261995 
   5.36997451782E+01   5.13100013733E+01  w1_05301995 
   5.35744132996E+01   5.12200012207E+01  w1_06301995 
   5.34573440552E+01   5.11100006104E+01  w1_07281995 
   5.33663520813E+01   5.10600013733E+01  w1_09051995 
   5.33324356079E+01   5.10400009155E+01  w1_10051995 
   5.33396797180E+01   5.10200004578E+01  w1_10311995 
   5.33393821716E+01   5.10400009155E+01  w1_11271995 
   5.32254981995E+01   5.11599998474E+01  w1_12261995 
   5.31593170166E+01   5.17700004578E+01  w1_02071996 
   5.32534523010E+01   5.18300018311E+01  w1_02281996 
   5.36192817688E+01   5.14300003052E+01  w1_03291996 
   5.35988960266E+01   5.12700004578E+01  w1_04291996 
   5.35652313232E+01   5.12000007629E+01  w1_05291996 
   5.34178657532E+01   5.11100006104E+01  w1_07011996 
   5.33437919617E+01   5.10900001526E+01  w1_07251996 
   5.33018302917E+01   5.10699996948E+01  w1_08291996 
   5.32970466614E+01   5.10400009155E+01  w1_09271996 
   5.33469200134E+01   5.10400009155E+01  w1_11011996 
   5.35039901733E+01   5.11399993896E+01  w1_12031996 
   5.36809501648E+01   5.15699996948E+01  w1_12271996 
   5.38897438049E+01   5.21199989319E+01  w1_01311997 
   5.37988624573E+01   5.15900001526E+01  w1_02271997 
   5.36752014160E+01   5.14500007629E+01  w1_03281997 
   5.35486221313E+01   5.13800010681E+01  w1_04281997 
   5.34030838013E+01   5.12900009155E+01  w1_05291997 
   5.33118705750E+01   5.12400016785E+01  w1_07091997 
   5.32727546692E+01   5.12400016785E+01  w1_08051997 
   5.32484512329E+01   5.12299995422E+01  w1_08271997 
   5.32347259521E+01   5.12400016785E+01  w1_09301997 
   5.32670974731E+01   5.12099990845E+01  w1_10301997 
   5.33983459473E+01   5.12799987793E+01  w1_11241997 
   5.32798919678E+01   5.14799995422E+01  w1_12301997 
   5.30786018372E+01   5.12400016785E+01  w1_01281998 
   5.30595512390E+01   5.19300003052E+01  w1_01291998 
   5.32448539734E+01   5.23100013733E+01  w1_02261998 
   5.36960220337E+01   5.18100013733E+01  w1_03311998 
   5.37814445496E+01   5.16300010681E+01  w1_05121998 
   5.37302703857E+01   5.15600013733E+01  w1_06011998 
   5.36218872070E+01   5.14199981689E+01  w1_07011998 
   5.34642295837E+01   5.13100013733E+01  w1_08041998 
   5.34096221924E+01   5.12599983215E+01  w1_08281998 
   5.33954849243E+01   5.12299995422E+01  w1_10281998 
   5.35262565613E+01   5.13499984741E+01  w1_12021998 
   5.35076904297E+01   5.12999992371E+01  w1_01041999 
   5.34781990051E+01   5.14799995422E+01  w1_01291999 
   5.33423576355E+01   5.15299987793E+01  w1_02241999 
   5.34738235474E+01   5.15800018311E+01  w1_04021999 
   5.35312919617E+01   5.14300003052E+01  w1_04301999 
   5.34480094910E+01   5.13600006104E+01  w1_06021999 
   5.33636131287E+01   5.12599983215E+01  w1_07011999 
   5.32025146484E+01   5.12299995422E+01  w1_07271999 
   5.29163322449E+01   5.11800003052E+01  w1_08311999 
   5.26926002502E+01   5.11800003052E+01  w1_10081999 
   5.27866363525E+01   5.12200012207E+01  w1_10281999 
   5.30719947815E+01   5.12000007629E+01  w1_11301999 
   5.31777725220E+01   5.15299987793E+01  w1_01052000 
   5.34499282837E+01   5.15299987793E+01  w1_01312000 
   5.35701828003E+01   5.18100013733E+01  w1_02252000 
   5.35783653259E+01   5.14000015259E+01  w1_04032000 
   5.36430320740E+01   5.13800010681E+01  w1_04252000 
   5.34462547302E+01   5.12700004578E+01  w1_05312000 
   5.33437118530E+01   5.11800003052E+01  w1_06282000 
   5.32630996704E+01   5.11500015259E+01  w1_07312000 
   5.32289772034E+01   5.11300010681E+01  w1_08292000 
   5.32053070068E+01   5.11300010681E+01  w1_10032000 
   5.33125457764E+01   5.11500015259E+01  w1_10312000 
   5.33146247864E+01   5.11599998474E+01  w1_11302000 
   5.33575019836E+01   5.11899986267E+01  w1_12202000 
   5.35678482056E+01   5.13100013733E+01  w1_02022001 
   5.36902465820E+01   5.13800010681E+01  w1_02282001 
   5.37001571655E+01   5.13499984741E+01  w1_04052001 
   5.37408714294E+01   5.13400001526E+01  w1_05012001 
   5.35801467896E+01   5.12299995422E+01  w1_05242001 
   5.33915100098E+01   5.11500015259E+01  w1_07092001 
   5.33739891052E+01   5.10800018311E+01  w1_07232001 
   5.33269119263E+01   5.10800018311E+01  w1_08302001 
   5.33162307739E+01   5.10800018311E+01  w1_09272001 
   5.33258934021E+01   5.11300010681E+01  w1_11082001 
   5.34544830322E+01   5.12000007629E+01  w1_11302001 
   5.35389595032E+01   5.12999992371E+01  w1_12202001 
   5.36221160889E+01   5.13499984741E+01  w1_01302002 
   5.35985717773E+01   5.12900009155E+01  w1_03042002 
   5.36142616272E+01   5.13600006104E+01  w1_03262002 
   5.35125579834E+01   5.13199996948E+01  w1_04262002 
   5.34571838379E+01   5.12200012207E+01  w1_05282002 
   5.33762817383E+01   5.11599998474E+01  w1_06252002 
   5.33105354309E+01   5.10900001526E+01  w1_07292002 
   5.32836761475E+01   5.10699996948E+01  w1_08282002 
   5.32731742859E+01   5.10600013733E+01  w1_10022002 
   5.32927665710E+01   5.11800003052E+01  w1_11072002 
   5.33956985474E+01   5.11800003052E+01  w1_12022002 
   5.36305732727E+01   5.17299995422E+01  w1_12302002 
   5.37004203796E+01   5.14000015259E+01  w1_01302003 
   5.36776084900E+01   5.13600006104E+01  w1_02242003 
   5.36741943359E+01   5.13400001526E+01  w1_03262003 
   5.36804199219E+01   5.14399986267E+01  w1_04292003 
   5.36253585815E+01   5.13300018311E+01  w1_05272003 
   5.34767112732E+01   5.12200012207E+01  w1_06262003 
   5.33503952026E+01   5.13400001526E+01  w1_07292003 
   5.33116836548E+01   5.11100006104E+01  w1_08282003 
   5.32905006409E+01   5.11399993896E+01  w1_09262003 
   5.32895431519E+01   5.11300010681E+01  w1_10252003 
   5.33455467224E+01   5.11300010681E+01  w1_11262003 
   5.34361877441E+01   5.11899986267E+01  w1_12222003 
   5.36329803467E+01   5.13100013733E+01  w1_01262004 
   5.38251571655E+01   5.15200004578E+01  w1_02232004 
   5.36992149353E+01   5.13300018311E+01  w1_04012004 
   5.35813789368E+01   5.11800003052E+01  w1_04302004 
   5.34740829468E+01   5.12200012207E+01  w1_05272004 
   5.33725852966E+01   5.11399993896E+01  w1_06292004 
   5.33092651367E+01   5.11100006104E+01  w1_08042004 
   5.32746047974E+01   5.08300018311E+01  w1_08302004 
   5.32609634399E+01   5.08699989319E+01  w1_09292004 
   5.33965759277E+01   5.08499984741E+01  w1_10272004 
   5.34094734192E+01   5.09700012207E+01  w1_12012004 
   5.34589996338E+01   5.11800003052E+01  w1_12282004 
   5.37524299622E+01   5.15099983215E+01  w1_02092005 
   5.38215408325E+01   5.23800010681E+01  w1_02272005 
   5.38346366882E+01   5.18699989319E+01  w1_03302005 
   5.37580451965E+01   5.14900016785E+01  w1_05022005 
   5.36742248535E+01   5.13699989319E+01  w1_05262005 
   5.35103683472E+01   5.09599990845E+01  w1_06302005 
   5.34059600830E+01   5.11899986267E+01  w1_07282005 
   5.33435096741E+01   5.09099998474E+01  w1_08312005 
   5.33337745667E+01   5.11199989319E+01  w1_09282005 
   5.33260536194E+01   5.11399993896E+01  w1_10282005 
   5.34844779968E+01   5.11599998474E+01  w1_12062005 
   5.36216888428E+01   5.16899986267E+01  w1_01062006 
   5.36409721375E+01   5.14199981689E+01  w1_02012006 
   5.36796951294E+01   5.18800010681E+01  w1_03022006 
   5.38249320984E+01   5.18199996948E+01  w1_03292006 
   5.38780441284E+01   5.17299995422E+01  w1_04262006 
   5.37252998352E+01   5.14900016785E+01  w1_05252006 
   5.35018882751E+01   5.13699989319E+01  w1_07062006 
   5.33637237549E+01   5.11899986267E+01  w1_08102006 
   5.33451385498E+01   5.14599990845E+01  w1_09012006 
   5.33280067444E+01   5.11500015259E+01  w1_10042006 
   5.33271141052E+01   5.11500015259E+01  w1_11012006 
   5.33631782532E+01   5.11300010681E+01  w1_11292006 
   5.34770355225E+01   5.12000007629E+01  w1_12222006 
   5.34517974854E+01   5.11399993896E+01  w1_02052007 
   5.35180854797E+01   5.15699996948E+01  w1_02272007 
   5.35246086121E+01   5.13100013733E+01  w1_03272007 
   5.34849739075E+01   5.12200012207E+01  w1_05012007 
   5.33999595642E+01   5.11500015259E+01  w1_05312007 
   5.33291625977E+01   5.11300010681E+01  w1_06272007 
   5.32782859802E+01   5.10800018311E+01  w1_08022007 
   5.32541961670E+01   5.10800018311E+01  w1_08312007 
   5.32671051025E+01   5.07999992371E+01  w1_10022007 
   5.32910308838E+01   5.10900001526E+01  w1_11022007 
   5.32986526489E+01   5.10800018311E+01  w1_11292007 
   5.33672142029E+01   5.10999984741E+01  w1_12202007 
   5.35099067688E+01   5.15400009155E+01  w1_01102008 
   5.37081756592E+01   5.18400001526E+01  w1_02012008 
   5.37510528564E+01   5.17400016785E+01  w1_02292008 
   5.37030067444E+01   5.14399986267E+01  w1_03212008 
   5.35777130127E+01   5.13100013733E+01  w1_04282008 
   5.34556121826E+01   5.12000007629E+01  w1_05302008 
   5.33427810669E+01   5.11500015259E+01  w1_07022008 
   5.32939796448E+01   5.10699996948E+01  w1_07302008 
   5.32528152466E+01   5.10699996948E+01  w1_09042008 
   5.32458648682E+01   5.10900001526E+01  w1_10022008 
   5.32516517639E+01   5.10900001526E+01  w1_10292008 
   5.33341178894E+01   5.11500015259E+01  w1_12032008 
   5.34014244080E+01   5.12200012207E+01  w1_01082009 
   5.34630393982E+01   5.13199996948E+01  w1_01302009 
   5.36706619263E+01   5.18499984741E+01  w1_02252009 
   5.36419067383E+01   5.15000000000E+01  w1_03302009 
