"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   5.33378257751E+01   5.13300018311E+01  w1_10231990 
   5.33552856445E+01   5.15200004578E+01  w1_11261990 
   5.33641700745E+01   5.15000000000E+01  w1_12191990 
   5.35248336792E+01   5.15999984741E+01  w1_01041991 
   5.35081748962E+01   5.15800018311E+01  w1_02051991 
   5.37013816833E+01   5.22099990845E+01  w1_03051991 
   5.37091903687E+01   5.23699989319E+01  w1_03221991 
   5.32102088928E+01   5.20999984741E+01  w1_04021991 
   5.31027450562E+01   5.19599990845E+01  w1_04091991 
   5.29927291870E+01   5.18499984741E+01  w1_04181991 
   5.28365898132E+01   5.17900009155E+01  w1_05031991 
   5.31306152344E+01   5.17299995422E+01  w1_06061991 
   5.31843719482E+01   5.15600013733E+01  w1_07051991 
   5.31807403564E+01   5.15900001526E+01  w1_08081991 
   5.31859207153E+01   5.15600013733E+01  w1_09041991 
   5.32608146667E+01   5.13199996948E+01  w1_11151991 
   5.33987388611E+01   5.13100013733E+01  w1_12091991 
   5.35929222107E+01   5.16800003052E+01  w1_01061992 
   5.31633758545E+01   5.15200004578E+01  w1_02051992 
   5.27385063171E+01   5.17799987793E+01  w1_03021992 
   5.25883178711E+01   5.18400001526E+01  w1_03131992 
   5.33090362549E+01   5.16800003052E+01  w1_04021992 
   5.34571990967E+01   5.14900016785E+01  w1_05081992 
   5.34449691772E+01   5.14199981689E+01  w1_06091992 
   5.33599128723E+01   5.13400001526E+01  w1_07071992 
   5.32873649597E+01   5.13100013733E+01  w1_08101992 
   5.32693023682E+01   5.13100013733E+01  w1_09101992 
   5.32804107666E+01   5.13499984741E+01  w1_10191992 
   5.33448677063E+01   5.13600006104E+01  w1_11121992 
   5.33887519836E+01   5.13600006104E+01  w1_12021992 
   5.34405021667E+01   5.19900016785E+01  w1_12311992 
   5.34758987427E+01   5.22500000000E+01  w1_01251993 
   5.36141548157E+01   5.21899986267E+01  w1_03031993 
   5.35466918945E+01   5.20699996948E+01  w1_04021993 
   5.35655784607E+01   5.19099998474E+01  w1_05041993 
   5.34570388794E+01   5.18300018311E+01  w1_06091993 
   5.34006996155E+01   5.17400016785E+01  w1_06291993 
   5.33397483826E+01   5.16699981689E+01  w1_07281993 
   5.32979316711E+01   5.16300010681E+01  w1_08301993 
   5.32983283997E+01   5.16300010681E+01  w1_09291993 
   5.33256683350E+01   5.16199989319E+01  w1_11021993 
   5.34280471802E+01   5.16699981689E+01  w1_11291993 
   5.35595588684E+01   5.16800003052E+01  w1_01061994 
   5.35668983459E+01   5.16699981689E+01  w1_01201994 
   5.30524253845E+01   5.22700004578E+01  w1_02231994 
   5.38062400818E+01   5.18100013733E+01  w1_03231994 
   5.37407798767E+01   5.17900009155E+01  w1_04271994 
   5.37101631165E+01   5.17599983215E+01  w1_05281994 
   5.35750617981E+01   5.16500015259E+01  w1_06291994 
   5.34573440552E+01   5.14300003052E+01  w1_07271994 
   5.33727760315E+01   5.15900001526E+01  w1_08301994 
   5.33456916809E+01   5.15999984741E+01  w1_09281994 
   5.33359031677E+01   5.15900001526E+01  w1_10241994 
   5.33403167725E+01   5.16399993896E+01  w1_11291994 
   5.32118263245E+01   5.16800003052E+01  w1_12291994 
   5.31008872986E+01   5.26699981689E+01  w1_01251995 
   5.32807807922E+01   5.17599983215E+01  w1_02271995 
   5.36052742004E+01   5.21500015259E+01  w1_03161995 
   5.36284217834E+01   5.20499992371E+01  w1_03291995 
   5.36193428040E+01   5.14099998474E+01  w1_04261995 
   5.35646743774E+01   5.13100013733E+01  w1_05301995 
   5.34305686951E+01   5.12200012207E+01  w1_06301995 
   5.33366165161E+01   5.11100006104E+01  w1_07281995 
   5.32997169495E+01   5.10600013733E+01  w1_09051995 
   5.32955093384E+01   5.10400009155E+01  w1_10051995 
   5.33423881531E+01   5.10200004578E+01  w1_10311995 
